,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500
441,0.25,0.0,35.2,63.9,42.9,12.4,342.57
442,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
443,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
444,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
445,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
446,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
447,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
448,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
449,2.25,0.0,2.5,0.0,73.76,0.0,290.72
450,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
451,5.5,0.0,3.0,1.4,85.26,3.96,534.01
452,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
453,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
454,5.5,0.25,4.4,2.0,86.72,8.92,443.37
455,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
456,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
457,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
458,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
459,1.75,1.25,0.3,1.3,108.08,12.49,389.8
460,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
461,0.25,0.0,7.4,3.9,80.0,10.0,453.42
462,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
463,0.25,0.0,6.4,0.8,66.0,6.0,422.6
464,0.25,0.0,5.6,1.2,60.0,14.5,383.63
465,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
466,0.25,0.0,35.2,63.9,42.9,12.4,342.57
467,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
468,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
469,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
470,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
471,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
472,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
473,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
474,2.25,0.0,2.5,0.0,73.76,0.0,290.72
475,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
476,5.5,0.0,3.0,1.4,85.26,3.96,534.01
477,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
478,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
479,5.5,0.25,4.4,2.0,86.72,8.92,443.37
480,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
481,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
482,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
483,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
484,1.75,1.25,0.3,1.3,108.08,12.49,389.8
485,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
486,0.25,0.0,7.4,3.9,80.0,10.0,453.42
487,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
488,0.25,0.0,6.4,0.8,66.0,6.0,422.6
489,0.25,0.0,5.6,1.2,60.0,14.5,383.63
490,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
491,0.25,0.0,35.2,63.9,42.9,12.4,342.57
492,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
493,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
494,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
495,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
496,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
497,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
498,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
499,2.25,0.0,2.5,0.0,73.76,0.0,290.72
500,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
501,5.5,0.0,3.0,1.4,85.26,3.96,534.01
502,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
503,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
504,5.5,0.25,4.4,2.0,86.72,8.92,443.37
505,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
506,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
507,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
508,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
509,1.75,1.25,0.3,1.3,108.08,12.49,389.8
510,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
511,0.25,0.0,7.4,3.9,80.0,10.0,453.42
512,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
513,0.25,0.0,6.4,0.8,66.0,6.0,422.6
514,0.25,0.0,5.6,1.2,60.0,14.5,383.63
515,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
516,0.25,0.0,35.2,63.9,42.9,12.4,342.57
517,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
518,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
519,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
520,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
521,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
522,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
523,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
524,2.25,0.0,2.5,0.0,73.76,0.0,290.72
525,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
526,5.5,0.0,3.0,1.4,85.26,3.96,534.01
527,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
528,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
529,5.5,0.25,4.4,2.0,86.72,8.92,443.37
530,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
531,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
532,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
533,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
534,1.75,1.25,0.3,1.3,108.08,12.49,389.8
535,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
536,0.25,0.0,7.4,3.9,80.0,10.0,453.42
537,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
538,0.25,0.0,6.4,0.8,66.0,6.0,422.6
539,0.25,0.0,5.6,1.2,60.0,14.5,383.63
540,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
541,0.25,0.0,35.2,63.9,42.9,12.4,342.57
542,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
543,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
544,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
545,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
546,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
547,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
548,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
549,2.25,0.0,2.5,0.0,73.76,0.0,290.72
550,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
551,5.5,0.0,3.0,1.4,85.26,3.96,534.01
552,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
553,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
554,5.5,0.25,4.4,2.0,86.72,8.92,443.37
555,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
556,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
557,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
558,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
559,1.75,1.25,0.3,1.3,108.08,12.49,389.8
560,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
561,0.25,0.0,7.4,3.9,80.0,10.0,453.42
562,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
563,0.25,0.0,6.4,0.8,66.0,6.0,422.6
564,0.25,0.0,5.6,1.2,60.0,14.5,383.63
565,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
566,0.25,0.0,35.2,63.9,42.9,12.4,342.57
567,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
568,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
569,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
570,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
571,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
572,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
573,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
574,2.25,0.0,2.5,0.0,73.76,0.0,290.72
575,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
576,5.5,0.0,3.0,1.4,85.26,3.96,534.01
577,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
578,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
579,5.5,0.25,4.4,2.0,86.72,8.92,443.37
580,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
581,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
582,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
583,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
584,1.75,1.25,0.3,1.3,108.08,12.49,389.8
585,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
586,0.25,0.0,7.4,3.9,80.0,10.0,453.42
587,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
588,0.25,0.0,6.4,0.8,66.0,6.0,422.6
589,0.25,0.0,5.6,1.2,60.0,14.5,383.63
590,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
591,0.25,0.0,35.2,63.9,42.9,12.4,342.57
592,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
593,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
594,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
595,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
596,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
597,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
598,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
599,2.25,0.0,2.5,0.0,73.76,0.0,290.72
600,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
601,5.5,0.0,3.0,1.4,85.26,3.96,534.01
602,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
603,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
604,5.5,0.25,4.4,2.0,86.72,8.92,443.37
605,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
606,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
607,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
608,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
609,1.75,1.25,0.3,1.3,108.08,12.49,389.8
610,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
611,0.25,0.0,7.4,3.9,80.0,10.0,453.42
612,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
613,0.25,0.0,6.4,0.8,66.0,6.0,422.6
614,0.25,0.0,5.6,1.2,60.0,14.5,383.63
615,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
616,0.25,0.0,35.2,63.9,42.9,12.4,342.57
617,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
618,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
619,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
620,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
621,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
622,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
623,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
624,2.25,0.0,2.5,0.0,73.76,0.0,290.72
625,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
626,5.5,0.0,3.0,1.4,85.26,3.96,534.01
627,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
628,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
629,5.5,0.25,4.4,2.0,86.72,8.92,443.37
630,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
631,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
632,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
633,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
634,1.75,1.25,0.3,1.3,108.08,12.49,389.8
635,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
636,0.25,0.0,7.4,3.9,80.0,10.0,453.42
637,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
638,0.25,0.0,6.4,0.8,66.0,6.0,422.6
639,0.25,0.0,5.6,1.2,60.0,14.5,383.63
640,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
641,0.25,0.0,35.2,63.9,42.9,12.4,342.57
642,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
643,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
644,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
645,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
646,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
647,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
648,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
649,2.25,0.0,2.5,0.0,73.76,0.0,290.72
650,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
651,5.5,0.0,3.0,1.4,85.26,3.96,534.01
652,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
653,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
654,5.5,0.25,4.4,2.0,86.72,8.92,443.37
655,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
656,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
657,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
658,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
659,1.75,1.25,0.3,1.3,108.08,12.49,389.8
660,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
661,0.25,0.0,7.4,3.9,80.0,10.0,453.42
662,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
663,0.25,0.0,6.4,0.8,66.0,6.0,422.6
664,0.25,0.0,5.6,1.2,60.0,14.5,383.63
665,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
666,0.25,0.0,35.2,63.9,42.9,12.4,342.57
667,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
668,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
669,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
670,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
671,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
672,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
673,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
674,2.25,0.0,2.5,0.0,73.76,0.0,290.72
675,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
676,5.5,0.0,3.0,1.4,85.26,3.96,534.01
677,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
678,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
679,5.5,0.25,4.4,2.0,86.72,8.92,443.37
680,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
681,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
682,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
683,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
684,1.75,1.25,0.3,1.3,108.08,12.49,389.8
685,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
686,0.25,0.0,7.4,3.9,80.0,10.0,453.42
687,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
688,0.25,0.0,6.4,0.8,66.0,6.0,422.6
689,0.25,0.0,5.6,1.2,60.0,14.5,383.63
690,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
691,0.25,0.0,35.2,63.9,42.9,12.4,342.57
692,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
693,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
694,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
695,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
696,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
697,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
698,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
699,2.25,0.0,2.5,0.0,73.76,0.0,290.72
700,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
701,5.5,0.0,3.0,1.4,85.26,3.96,534.01
702,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
703,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
704,5.5,0.25,4.4,2.0,86.72,8.92,443.37
705,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
706,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
707,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
708,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
709,1.75,1.25,0.3,1.3,108.08,12.49,389.8
710,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
711,0.25,0.0,7.4,3.9,80.0,10.0,453.42
712,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
713,0.25,0.0,6.4,0.8,66.0,6.0,422.6
714,0.25,0.0,5.6,1.2,60.0,14.5,383.63
715,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
716,0.25,0.0,35.2,63.9,42.9,12.4,342.57
717,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
718,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
719,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
720,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
721,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
722,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
723,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
724,2.25,0.0,2.5,0.0,73.76,0.0,290.72
725,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
726,5.5,0.0,3.0,1.4,85.26,3.96,534.01
727,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
728,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
729,5.5,0.25,4.4,2.0,86.72,8.92,443.37
730,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
731,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
732,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
733,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
734,1.75,1.25,0.3,1.3,108.08,12.49,389.8
735,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
736,0.25,0.0,7.4,3.9,80.0,10.0,453.42
737,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
738,0.25,0.0,6.4,0.8,66.0,6.0,422.6
739,0.25,0.0,5.6,1.2,60.0,14.5,383.63
740,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
741,0.25,0.0,35.2,63.9,42.9,12.4,342.57
742,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
743,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
744,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
745,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
746,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
747,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
748,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
749,2.25,0.0,2.5,0.0,73.76,0.0,290.72
750,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
751,5.5,0.0,3.0,1.4,85.26,3.96,534.01
752,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
753,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
754,5.5,0.25,4.4,2.0,86.72,8.92,443.37
755,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
756,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
757,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
758,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
759,1.75,1.25,0.3,1.3,108.08,12.49,389.8
760,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
761,0.25,0.0,7.4,3.9,80.0,10.0,453.42
762,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
763,0.25,0.0,6.4,0.8,66.0,6.0,422.6
764,0.25,0.0,5.6,1.2,60.0,14.5,383.63
765,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
766,0.25,0.0,35.2,63.9,42.9,12.4,342.57
767,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
768,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
769,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
770,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
771,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
772,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
773,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
774,2.25,0.0,2.5,0.0,73.76,0.0,290.72
775,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
776,5.5,0.0,3.0,1.4,85.26,3.96,534.01
777,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
778,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
779,5.5,0.25,4.4,2.0,86.72,8.92,443.37
780,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
781,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
782,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
783,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
784,1.75,1.25,0.3,1.3,108.08,12.49,389.8
785,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
786,0.25,0.0,7.4,3.9,80.0,10.0,453.42
787,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
788,0.25,0.0,6.4,0.8,66.0,6.0,422.6
789,0.25,0.0,5.6,1.2,60.0,14.5,383.63
790,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
791,0.25,0.0,35.2,63.9,42.9,12.4,342.57
792,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
793,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
794,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
795,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
796,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
797,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
798,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
799,2.25,0.0,2.5,0.0,73.76,0.0,290.72
800,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
801,5.5,0.0,3.0,1.4,85.26,3.96,534.01
802,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
803,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
804,5.5,0.25,4.4,2.0,86.72,8.92,443.37
805,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
806,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
807,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
808,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
809,1.75,1.25,0.3,1.3,108.08,12.49,389.8
810,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
811,0.25,0.0,7.4,3.9,80.0,10.0,453.42
812,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
813,0.25,0.0,6.4,0.8,66.0,6.0,422.6
814,0.25,0.0,5.6,1.2,60.0,14.5,383.63
815,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
816,0.25,0.0,35.2,63.9,42.9,12.4,342.57
817,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
818,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
819,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
820,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
821,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
822,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
823,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
824,2.25,0.0,2.5,0.0,73.76,0.0,290.72
825,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
826,5.5,0.0,3.0,1.4,85.26,3.96,534.01
827,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
828,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
829,5.5,0.25,4.4,2.0,86.72,8.92,443.37
830,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
831,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
832,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
833,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
834,1.75,1.25,0.3,1.3,108.08,12.49,389.8
835,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
836,0.25,0.0,7.4,3.9,80.0,10.0,453.42
837,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
838,0.25,0.0,6.4,0.8,66.0,6.0,422.6
839,0.25,0.0,5.6,1.2,60.0,14.5,383.63
840,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
841,0.25,0.0,35.2,63.9,42.9,12.4,342.57
842,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
843,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
844,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
845,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
846,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
847,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
848,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
849,2.25,0.0,2.5,0.0,73.76,0.0,290.72
850,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
851,5.5,0.0,3.0,1.4,85.26,3.96,534.01
852,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
853,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
854,5.5,0.25,4.4,2.0,86.72,8.92,443.37
855,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
856,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
857,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
858,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
859,1.75,1.25,0.3,1.3,108.08,12.49,389.8
860,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
861,0.25,0.0,7.4,3.9,80.0,10.0,453.42
862,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
863,0.25,0.0,6.4,0.8,66.0,6.0,422.6
864,0.25,0.0,5.6,1.2,60.0,14.5,383.63
865,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
866,0.25,0.0,35.2,63.9,42.9,12.4,342.57
867,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
868,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
869,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
870,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
871,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
872,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
873,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
874,2.25,0.0,2.5,0.0,73.76,0.0,290.72
875,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
876,5.5,0.0,3.0,1.4,85.26,3.96,534.01
877,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
878,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
879,5.5,0.25,4.4,2.0,86.72,8.92,443.37
880,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
881,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
882,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
883,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
884,1.75,1.25,0.3,1.3,108.08,12.49,389.8
885,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
